old_url,old_title,suggested_new_url,matched_json_id,matched_title,matched_location,matched_property_type,match_score,match_basis,notes
https://www.blancareal.com/property/spectacular-new-build-property-fuengirola/,"Spectacular new-build property in El Higuerón, Fuengirola | BlancaReal",https://blancareal.com/en/property/new-build-penthouse-fuengirola/,A0126-AT,New-build penthouse in Fuengirola,"Fuengirola, Fuengirola",townhouse (unit),56,slug partially similar | title partially similar | city=Fuengirola | area=Fuengirola | new-build/project intent,Top candidates are close (56 vs 56).
https://www.blancareal.com/property/beautiful-apartment-san-pedro/,Beautiful Apartment in San Pedro de Alcántara | BlancaReal,https://blancareal.com/en/property/apartment-san-pedro-de-alcantara/,A0449411,Apartment in San Pedro de Alcantara,"San Pedro de Alcantara, Alcantara del Mar",apartment (promotion),62,slug partially similar | title very similar | city=San Pedro de Alcantara | type=apartment,Top candidates are close (62 vs 54). No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals.
https://www.blancareal.com/property/charming-apartment-san-pedro/,Charming Apartment in San Pedro de Alcántara | BlancaReal,https://blancareal.com/en/property/apartment-san-pedro-de-alcantara/,A0449411,Apartment in San Pedro de Alcantara,"San Pedro de Alcantara, Alcantara del Mar",apartment (promotion),62,slug partially similar | title very similar | city=San Pedro de Alcantara | type=apartment,Top candidates are close (62 vs 54). No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals.
