old_url,old_title,suggested_new_url,matched_json_id,matched_title,matched_location,matched_property_type,match_score,match_basis,notes
https://www.blancareal.com/property/new-townhouses-san-pedro-de-alcantara/,New Townhouses in San Pedro de Alcántara | BlancaReal,https://blancareal.com/en/property/townhouses-san-pedro-de-alcantara/,A044942,Townhouses in San Pedro de Alcantara,"San Pedro de Alcantara, Alcantara del Mar",townhouse (promotion),121,slug very similar | title very similar | city=San Pedro de Alcantara | type=townhouse | matches existing candidate,Preserved existing candidate from previous pass. No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals. Legacy property slug mapped through explicit alias (townhouses-san-pedro-de-alcantara).
https://www.blancareal.com/property/3-bedroom-apartment-beachfront-fuengirola/,3-Bedroom Apartment on the Beachfront in Fuengirola | BlancaReal,https://blancareal.com/en/property/3-bedroom-apartment-paseo-maritimo-fuengirola/,A0451,"3-bedroom apartment in Paseo Maritimo, Fuengirola","Fuengirola, Paseo Maritimo",apartment (resale),91,slug partially similar | title partially similar | city=Fuengirola | type=apartment | bedrooms=3 | matches existing candidate,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (3-bedroom-apartment-paseo-maritimo-fuengirola).
https://www.blancareal.com/property/bright-apartment-san-pedro-de-alcantara/,Bright Apartment in San Pedro de Alcántara | BlancaReal,https://blancareal.com/en/property/apartment-san-pedro-de-alcantara/,A0449411,Apartment in San Pedro de Alcantara,"San Pedro de Alcantara, Alcantara del Mar",apartment (promotion),86,slug very similar | title very similar | city=San Pedro de Alcantara | type=apartment,No bedroom count inferred from old URL/title; candidate was chosen on non-bedroom signals.
https://www.blancareal.com/property/amazing-duplex-penthouse-fuengirola/,Amazing Duplex Penthouse with 4 Bedrooms in Fuengirola | BlancaReal,https://blancareal.com/en/property/4-bedroom-duplex-penthouse-fuengirola/,PT0400,4-bedroom duplex penthouse in Fuengirola,"Fuengirola, Pueblo Castillo",penthouse (resale),103,slug similar | title partially similar | city=Fuengirola | type=penthouse | bedrooms=4 | matches existing candidate,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (4-bedroom-duplex-penthouse-fuengirola).
https://www.blancareal.com/property/3-bedrooms-penthouse-las-lagunas-mijas/,3 Bedrooms Penthouse in Las Lagunas de Mijas | BlancaReal,https://blancareal.com/en/property/3-bedroom-penthouse-las-lagunas-de-mijas/,PT0399,3-bedroom penthouse in Las Lagunas de Mijas,"Mijas, Las Lagunas de Mijas",penthouse (resale),119,slug similar | title similar | city=Mijas | area=Las Lagunas de Mijas | type=penthouse | bedrooms=3 | matches existing candidate,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (3-bedroom-penthouse-las-lagunas-de-mijas).
https://www.blancareal.com/property/piso-1a-planta-avenida-carlos-haya-malaga/,1st Floor Flat in Avenida Carlos Haya (Malaga) | BlancaReal,https://blancareal.com/en/property/1-bedroom-apartment-carlos-haya-malaga/,PT0401,"1-bedroom apartment in Carlos Haya, Malaga","Malaga, Carlos Haya",apartment (resale),77,title partially similar | city=Malaga | area=Carlos Haya | type=apartment | matches existing candidate,Preserved existing candidate from previous pass. Legacy property slug mapped through explicit alias (1-bedroom-apartment-carlos-haya-malaga).
https://www.blancareal.com/property/new-build-penthouse-los-pacos-fuengirola/,"New Build Penthouse in Los Pacos, Fuengirola | BlancaReal",https://blancareal.com/en/property/new-build-penthouse-fuengirola/,A0126-AT,New-build penthouse in Fuengirola,"Fuengirola, Fuengirola",townhouse (unit),109,slug similar | title similar | city=Fuengirola | area=Fuengirola | new-build/project intent | matches existing candidate,"Preserved existing candidate from previous pass. Type mismatch to verify: old looks penthouse, JSON property.type=townhouse. Legacy property slug mapped through explicit alias (new-build-penthouse-fuengirola)."
